provinsi,komoditas,golongan_pengeluaran,konsumsi_perkapita_per_minggu,jumlah_penduduk,persentase_kemiskinan,tingkat_pengangguran,akses_pendidikan,fasilitas_kesehatan,akses_air_bersih,kategori_kemiskinan
Sumatera Barat,"Sate, tongseng",> 1 500 000.2,0.387,4090,15.87,16.29,baik,tidak memadai,tidak,tinggi
Sumatera Utara,"Sate, tongseng",200 000- 299 999.3,0.326,2538,20.06,18.14,baik,tidak memadai,ya,tinggi
Sumatera Barat,"Sate, tongseng",300 000- 499 999.3,0.247,1574,14.66,10.6,sedang,tidak memadai,ya,rendah
Sumatera Barat,"Sate, tongseng",500 000- 749 999.3,0.254,2725,12.0,17.1,baik,memadai,ya,tinggi
Sumatera Selatan,"Sate, tongseng",750 000- 999 999.3,0.382,1841,22.64,17.41,sedang,memadai,ya,tinggi
Sumatera Utara,"Sate, tongseng",1 000 000- 1 499 999.3,0.405,2189,26.8,5.37,sedang,memadai,ya,tinggi
Sumatera Selatan,"Sate, tongseng",> 1 500 000.3,0.421,3510,12.2,9.41,baik,tidak memadai,ya,rendah
Sumatera Utara,"Sate, tongseng",300 000- 499 999.4,0.153,863,22.67,6.2,buruk,memadai,ya,sedang
Sumatera Utara,"Sate, tongseng",500 000- 749 999.4,0.245,1567,15.85,14.39,baik,tidak memadai,ya,sedang
Sumatera Selatan,"Sate, tongseng",750 000- 999 999.4,0.326,3140,12.55,9.58,baik,tidak memadai,tidak,rendah
Sumatera Barat,"Sate, tongseng",1 000 000- 1 499 999.4,0.381,4249,20.53,14.35,sedang,memadai,ya,sedang
Sumatera Selatan,"Sate, tongseng",> 1 500 000.4,0.36,2530,28.49,17.89,sedang,memadai,ya,tinggi
Sumatera Utara,"Sate, tongseng",200 000- 299 999.5,0.1,1117,13.79,10.02,buruk,memadai,tidak,rendah
Sumatera Utara,"Sate, tongseng",300 000- 499 999.5,0.181,4954,23.99,19.52,baik,tidak memadai,ya,tinggi
Sumatera Barat,"Sate, tongseng",500 000- 749 999.5,0.248,3646,12.87,9.95,baik,memadai,tidak,rendah
Sumatera Barat,"Sate, tongseng",750 000- 999 999.5,0.349,2482,25.1,6.63,buruk,tidak memadai,ya,tinggi
Sumatera Barat,"Sate, tongseng",1 000 000- 1 499 999.5,0.393,693,24.0,12.0,sedang,memadai,tidak,sedang
Sumatera Selatan,"Sate, tongseng",> 1 500 000.5,0.404,4958,24.14,9.78,baik,tidak memadai,ya,sedang
Sumatera Utara,"Sate, tongseng",200 000- 299 999.6,0.248,1619,29.94,5.13,sedang,memadai,ya,tinggi
Sumatera Barat,"Sate, tongseng",300 000- 499 999.6,0.27,4702,8.51,3.39,baik,memadai,ya,rendah
Sumatera Barat,"Sate, tongseng",500 000- 749 999.6,0.374,1026,14.72,15.65,buruk,memadai,ya,tinggi
Sumatera Utara,"Sate, tongseng",750 000- 999 999.6,0.543,2452,20.77,18.86,buruk,memadai,ya,tinggi
Sumatera Utara,"Sate, tongseng",1 000 000- 1 499 999.6,0.42,2282,19.76,10.49,buruk,memadai,tidak,sedang
Sumatera Utara,"Sate, tongseng",> 1 500 000.6,0.483,3173,24.52,4.11,baik,memadai,ya,sedang
Sumatera Barat,"Sate, tongseng",300 000- 499 999.7,0.13,2897,6.17,15.59,buruk,tidak memadai,tidak,tinggi
Sumatera Selatan,"Sate, tongseng",500 000- 749 999.7,0.242,4224,22.63,17.74,baik,tidak memadai,ya,tinggi
Sumatera Utara,"Sate, tongseng",750 000- 999 999.7,0.357,3089,23.44,8.5,sedang,tidak memadai,tidak,sedang
Sumatera Utara,"Sate, tongseng",1 000 000- 1 499 999.7,0.337,4026,6.53,6.77,sedang,tidak memadai,ya,rendah
Sumatera Barat,"Sate, tongseng",> 1 500 000.7,0.364,4349,18.47,8.73,baik,memadai,ya,sedang
Sumatera Utara,"Sate, tongseng",200 000- 299 999.8,0.096,2134,11.12,18.44,baik,tidak memadai,ya,tinggi
Sumatera Selatan,"Sate, tongseng",300 000- 499 999.8,0.17,3509,25.04,10.11,sedang,memadai,tidak,tinggi
Sumatera Selatan,"Sate, tongseng",500 000- 749 999.8,0.286,593,6.24,14.12,baik,tidak memadai,ya,rendah
Sumatera Selatan,"Sate, tongseng",750 000- 999 999.8,0.436,4294,8.65,4.26,buruk,memadai,tidak,rendah
Sumatera Selatan,"Sate, tongseng",1 000 000- 1 499 999.8,0.376,3866,7.61,7.79,sedang,tidak memadai,tidak,rendah
Sumatera Selatan,"Sate, tongseng",> 1 500 000.8,0.446,3446,6.63,6.88,buruk,memadai,tidak,rendah
Sumatera Utara,"Sate, tongseng",300 000- 499 999.9,0.159,588,20.0,4.06,baik,memadai,tidak,sedang
Sumatera Selatan,"Sate, tongseng",500 000- 749 999.9,0.221,3050,26.71,5.05,baik,memadai,tidak,tinggi
Sumatera Selatan,"Sate, tongseng",750 000- 999 999.9,0.264,3314,17.77,10.08,buruk,tidak memadai,ya,sedang
Sumatera Utara,"Sate, tongseng",1 000 000- 1 499 999.9,0.259,1945,10.26,12.49,sedang,memadai,ya,rendah
Sumatera Selatan,"Sate, tongseng",> 1 500 000.9,0.308,2330,13.59,8.3,baik,tidak memadai,ya,rendah
Sumatera Utara,"Sate, tongseng",200 000- 299 999.10,0.022,3241,14.01,10.13,buruk,memadai,tidak,rendah
Sumatera Selatan,"Sate, tongseng",300 000- 499 999.10,0.06,1054,16.29,15.91,buruk,memadai,ya,tinggi
Sumatera Utara,"Sate, tongseng",500 000- 749 999.10,0.161,4264,15.51,7.2,sedang,tidak memadai,tidak,sedang
Sumatera Utara,"Sate, tongseng",750 000- 999 999.10,0.206,2934,21.78,3.58,buruk,memadai,ya,sedang
Sumatera Utara,"Sate, tongseng",1 000 000- 1 499 999.10,0.256,1180,13.5,7.37,sedang,tidak memadai,ya,rendah
Sumatera Utara,"Sate, tongseng",> 1 500 000.10,0.292,2131,21.57,18.66,sedang,memadai,ya,tinggi
Sumatera Barat,"Sate, tongseng",200 000- 299 999.11,0.016,702,18.67,3.31,buruk,tidak memadai,tidak,sedang
Sumatera Barat,"Sate, tongseng",300 000- 499 999.11,0.096,4418,6.21,5.19,baik,tidak memadai,tidak,rendah
Sumatera Utara,"Sate, tongseng",500 000- 749 999.11,0.184,3639,27.99,4.11,sedang,memadai,tidak,tinggi
Sumatera Barat,"Sate, tongseng",750 000- 999 999.11,0.231,2725,9.45,9.41,sedang,memadai,ya,rendah
Sumatera Utara,"Sate, tongseng",1 000 000- 1 499 999.11,0.257,2186,16.29,14.01,sedang,tidak memadai,ya,sedang
Sumatera Selatan,"Sate, tongseng",> 1 500 000.11,0.303,1328,28.69,18.48,baik,tidak memadai,tidak,tinggi
Sumatera Selatan,"Sate, tongseng",300 000- 499 999.12,0.19,2522,11.18,16.5,sedang,memadai,ya,tinggi
Sumatera Utara,"Sate, tongseng",500 000- 749 999.12,0.199,602,5.55,7.26,buruk,tidak memadai,tidak,rendah
Sumatera Utara,"Sate, tongseng",750 000- 999 999.12,0.22,2057,17.25,13.79,buruk,tidak memadai,tidak,sedang
Sumatera Selatan,"Sate, tongseng",1 000 000- 1 499 999.12,0.26,4711,10.6,14.29,sedang,memadai,ya,rendah
Sumatera Utara,"Sate, tongseng",> 1 500 000.12,0.275,4587,19.55,4.54,sedang,memadai,ya,sedang
Sumatera Utara,"Sate, tongseng",300 000- 499 999.13,0.107,3011,25.43,10.26,sedang,tidak memadai,tidak,tinggi
Sumatera Utara,"Sate, tongseng",500 000- 749 999.13,0.181,603,17.78,8.29,buruk,memadai,ya,sedang
Sumatera Barat,"Sate, tongseng",750 000- 999 999.13,0.223,3938,21.13,5.67,baik,memadai,ya,sedang
Sumatera Selatan,"Sate, tongseng",1 000 000- 1 499 999.13,0.32,3357,21.65,4.0,buruk,memadai,tidak,sedang
Sumatera Barat,"Sate, tongseng",> 1 500 000.13,0.346,1306,25.51,3.46,sedang,memadai,ya,tinggi
Sumatera Utara,"Sate, tongseng",300 000- 499 999.14,0.134,2574,22.2,17.6,sedang,memadai,ya,tinggi
Sumatera Barat,"Sate, tongseng",500 000- 749 999.14,0.187,1026,29.4,8.62,buruk,memadai,tidak,tinggi
Sumatera Utara,"Sate, tongseng",750 000- 999 999.14,0.221,3936,16.41,11.38,baik,tidak memadai,ya,sedang
Sumatera Utara,"Sate, tongseng",1 000 000- 1 499 999.14,0.291,797,6.26,7.96,baik,memadai,tidak,rendah
Sumatera Utara,"Sate, tongseng",> 1 500 000.14,0.301,860,14.85,5.82,sedang,tidak memadai,ya,rendah
Sumatera Utara,"Sate, tongseng",300 000- 499 999.15,0.037,4217,26.0,7.44,baik,tidak memadai,ya,tinggi
Sumatera Selatan,"Sate, tongseng",500 000- 749 999.15,0.192,2476,8.33,5.89,sedang,memadai,tidak,rendah
Sumatera Utara,"Sate, tongseng",750 000- 999 999.15,0.207,2577,23.4,15.88,baik,memadai,ya,tinggi
Sumatera Utara,"Sate, tongseng",1 000 000- 1 499 999.15,0.249,3911,18.39,18.43,sedang,tidak memadai,ya,tinggi
Sumatera Selatan,"Sate, tongseng",> 1 500 000.15,0.309,2673,27.52,10.39,baik,memadai,ya,tinggi
Sumatera Utara,"Sate, tongseng",300 000- 499 999.16,0.057,2089,23.28,16.99,baik,memadai,ya,tinggi
Sumatera Barat,"Sate, tongseng",500 000- 749 999.16,0.191,1889,21.51,10.24,baik,memadai,tidak,sedang
Sumatera Selatan,"Sate, tongseng",750 000- 999 999.16,0.184,4014,27.17,10.6,buruk,memadai,ya,tinggi
Sumatera Selatan,"Sate, tongseng",1 000 000- 1 499 999.16,0.306,762,27.71,11.25,baik,memadai,tidak,tinggi
Sumatera Barat,"Sate, tongseng",> 1 500 000.16,0.292,3483,14.62,16.94,sedang,memadai,ya,tinggi
Sumatera Selatan,"Sate, tongseng",300 000- 499 999.17,0.049,3419,28.2,18.92,sedang,tidak memadai,tidak,tinggi
Sumatera Selatan,"Sate, tongseng",500 000- 749 999.17,0.191,2363,6.37,15.66,baik,memadai,ya,tinggi
Sumatera Selatan,"Sate, tongseng",750 000- 999 999.17,0.193,501,24.06,18.1,sedang,memadai,ya,tinggi
Sumatera Barat,"Sate, tongseng",1 000 000- 1 499 999.17,0.279,2433,13.41,13.93,sedang,tidak memadai,ya,rendah
Sumatera Selatan,"Sate, tongseng",> 1 500 000.17,0.303,893,17.18,17.27,buruk,tidak memadai,ya,tinggi
Sumatera Barat,"Sate, tongseng",500 000- 749 999.18,0.15,805,25.89,12.47,baik,memadai,tidak,tinggi
Sumatera Utara,"Sate, tongseng",750 000- 999 999.18,0.181,1029,20.93,16.14,baik,memadai,tidak,tinggi
Sumatera Barat,"Sate, tongseng",1 000 000- 1 499 999.18,0.209,3879,16.44,14.99,sedang,tidak memadai,tidak,sedang
Sumatera Barat,"Sate, tongseng",> 1 500 000.18,0.252,1464,9.1,15.74,baik,memadai,tidak,tinggi
Sumatera Utara,"Sate, tongseng",300 000- 499 999.19,0.027,4519,28.48,6.98,sedang,memadai,ya,tinggi
Sumatera Selatan,"Sate, tongseng",500 000- 749 999.19,0.15,1170,13.31,5.61,baik,memadai,ya,rendah
Sumatera Selatan,"Sate, tongseng",750 000- 999 999.19,0.178,4568,7.53,14.1,baik,memadai,tidak,rendah
Sumatera Barat,"Sate, tongseng",1 000 000- 1 499 999.19,0.213,2752,19.1,11.21,baik,memadai,tidak,sedang
Sumatera Selatan,"Sate, tongseng",> 1 500 000.19,0.325,3172,15.16,16.0,buruk,tidak memadai,ya,tinggi
Sumatera Utara,"Sate, tongseng",300 000- 499 999.20,0.018,2213,19.76,5.49,sedang,memadai,ya,sedang
Sumatera Selatan,"Sate, tongseng",500 000- 749 999.20,0.15,4544,10.84,19.11,baik,memadai,tidak,tinggi
Sumatera Selatan,"Sate, tongseng",750 000- 999 999.20,0.179,1135,14.47,14.97,sedang,memadai,tidak,rendah
Sumatera Selatan,"Sate, tongseng",1 000 000- 1 499 999.20,0.211,3999,29.31,3.39,sedang,tidak memadai,ya,tinggi
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",> 1 500 000.20,0.277,1617,28.41,12.8,baik,tidak memadai,ya,tinggi
Sumatera Barat,"Mie bakso, mie rebus, mie goreng",300 000- 499 999,0.144,2654,26.61,8.31,sedang,memadai,tidak,tinggi
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",500 000- 749 999,0.25,4723,24.48,7.67,buruk,tidak memadai,tidak,sedang
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",750 000- 999 999,0.223,537,8.91,18.34,sedang,memadai,ya,tinggi
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",1 000 000- 1 499 999,0.207,2132,16.67,17.21,sedang,memadai,tidak,tinggi
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",> 1 500 000,0.297,4793,23.2,3.16,sedang,memadai,tidak,sedang
Sumatera Barat,"Mie bakso, mie rebus, mie goreng",200 000- 299 999.1,0.109,4275,11.54,6.09,baik,tidak memadai,ya,rendah
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",300 000- 499 999.1,0.093,2554,5.83,15.23,sedang,memadai,ya,tinggi
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",500 000- 749 999.1,0.156,4585,15.45,17.42,baik,memadai,ya,tinggi
Sumatera Barat,"Mie bakso, mie rebus, mie goreng",750 000- 999 999.1,0.22,3903,15.63,15.2,baik,memadai,ya,tinggi
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",1 000 000- 1 499 999.1,0.211,1018,6.63,11.93,sedang,memadai,ya,rendah
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",> 1 500 000.1,0.244,2741,13.02,19.74,buruk,memadai,tidak,tinggi
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",200 000- 299 999.2,0.089,2863,27.93,16.55,buruk,memadai,ya,tinggi
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",300 000- 499 999.2,0.107,1541,11.26,10.95,sedang,tidak memadai,tidak,rendah
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",500 000- 749 999.2,0.19,1894,19.23,12.92,sedang,memadai,ya,sedang
Sumatera Barat,"Mie bakso, mie rebus, mie goreng",750 000- 999 999.2,0.221,3369,17.2,3.76,sedang,tidak memadai,ya,sedang
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",1 000 000- 1 499 999.2,0.209,4176,26.55,19.4,sedang,tidak memadai,tidak,tinggi
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",> 1 500 000.2,0.28,4221,21.34,9.17,baik,memadai,tidak,sedang
Sumatera Barat,"Mie bakso, mie rebus, mie goreng",300 000- 499 999.3,0.149,4272,8.96,14.25,baik,tidak memadai,ya,rendah
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",500 000- 749 999.3,0.116,734,8.57,14.34,sedang,tidak memadai,tidak,rendah
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",750 000- 999 999.3,0.147,3640,18.94,3.97,sedang,memadai,ya,sedang
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",1 000 000- 1 499 999.3,0.162,946,6.16,7.52,sedang,tidak memadai,tidak,rendah
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",> 1 500 000.3,0.308,507,14.84,14.16,sedang,memadai,tidak,rendah
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",300 000- 499 999.4,0.091,1499,14.98,18.51,sedang,tidak memadai,tidak,tinggi
Sumatera Barat,"Mie bakso, mie rebus, mie goreng",500 000- 749 999.4,0.184,1834,9.91,16.24,sedang,memadai,tidak,tinggi
Sumatera Barat,"Mie bakso, mie rebus, mie goreng",750 000- 999 999.4,0.183,633,12.53,12.86,baik,tidak memadai,tidak,rendah
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",1 000 000- 1 499 999.4,0.206,2932,13.25,6.95,baik,memadai,ya,rendah
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",> 1 500 000.4,0.251,555,5.29,19.13,baik,tidak memadai,tidak,tinggi
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",300 000- 499 999.5,0.108,3685,25.15,9.86,baik,tidak memadai,ya,tinggi
Sumatera Barat,"Mie bakso, mie rebus, mie goreng",500 000- 749 999.5,0.162,1611,28.94,5.55,baik,memadai,ya,tinggi
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",750 000- 999 999.5,0.168,3679,12.23,3.37,baik,tidak memadai,tidak,rendah
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",1 000 000- 1 499 999.5,0.184,2023,7.8,19.15,sedang,memadai,ya,tinggi
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",> 1 500 000.5,0.292,643,28.84,16.22,buruk,tidak memadai,ya,tinggi
Sumatera Barat,"Mie bakso, mie rebus, mie goreng",300 000- 499 999.6,0.107,3416,23.51,6.68,baik,memadai,ya,sedang
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",500 000- 749 999.6,0.19,2603,27.28,5.41,sedang,memadai,tidak,tinggi
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",750 000- 999 999.6,0.208,1119,14.02,19.31,sedang,tidak memadai,tidak,tinggi
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",1 000 000- 1 499 999.6,0.206,2386,17.1,7.09,buruk,memadai,tidak,sedang
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",> 1 500 000.6,0.265,2520,28.26,10.85,buruk,memadai,ya,tinggi
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",300 000- 499 999.7,0.138,1908,16.49,13.38,buruk,memadai,ya,sedang
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",500 000- 749 999.7,0.188,3421,21.8,4.06,sedang,memadai,ya,sedang
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",750 000- 999 999.7,0.207,3873,22.62,8.86,baik,tidak memadai,ya,sedang
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",1 000 000- 1 499 999.7,0.216,3976,25.93,19.04,baik,memadai,tidak,tinggi
Sumatera Barat,"Mie bakso, mie rebus, mie goreng",> 1 500 000.7,0.228,1336,29.38,14.91,sedang,tidak memadai,ya,tinggi
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",300 000- 499 999.8,0.129,4402,13.37,9.25,baik,memadai,tidak,rendah
Sumatera Barat,"Mie bakso, mie rebus, mie goreng",500 000- 749 999.8,0.188,2085,11.19,16.46,sedang,tidak memadai,ya,tinggi
Sumatera Barat,"Mie bakso, mie rebus, mie goreng",750 000- 999 999.8,0.207,1336,6.94,17.23,baik,memadai,tidak,tinggi
Sumatera Barat,"Mie bakso, mie rebus, mie goreng",1 000 000- 1 499 999.8,0.212,3057,26.41,5.58,sedang,memadai,ya,tinggi
Sumatera Barat,"Mie bakso, mie rebus, mie goreng",> 1 500 000.8,0.253,3359,12.32,12.97,baik,memadai,ya,rendah
Sumatera Barat,"Mie bakso, mie rebus, mie goreng",300 000- 499 999.9,0.073,4860,6.24,9.23,sedang,memadai,ya,rendah
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",500 000- 749 999.9,0.118,1897,26.63,11.62,sedang,tidak memadai,ya,tinggi
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",750 000- 999 999.9,0.132,4322,17.75,10.97,baik,memadai,ya,sedang
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",1 000 000- 1 499 999.9,0.156,4897,25.96,11.57,buruk,memadai,tidak,tinggi
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",> 1 500 000.9,0.267,3930,18.86,11.87,sedang,tidak memadai,ya,sedang
Sumatera Barat,"Mie bakso, mie rebus, mie goreng",300 000- 499 999.10,0.076,1304,12.84,4.18,sedang,memadai,ya,rendah
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",500 000- 749 999.10,0.13,1575,8.24,6.02,baik,tidak memadai,ya,rendah
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",750 000- 999 999.10,0.167,4694,15.93,12.63,baik,tidak memadai,ya,sedang
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",1 000 000- 1 499 999.10,0.173,3140,5.66,18.91,buruk,memadai,ya,tinggi
Sumatera Barat,"Mie bakso, mie rebus, mie goreng",> 1 500 000.10,0.205,3584,20.06,15.69,baik,memadai,ya,tinggi
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",300 000- 499 999.11,0.075,1913,15.69,7.06,baik,tidak memadai,tidak,sedang
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",500 000- 749 999.11,0.125,4952,8.54,9.15,buruk,memadai,ya,rendah
Sumatera Barat,"Mie bakso, mie rebus, mie goreng",750 000- 999 999.11,0.152,2163,18.26,8.7,sedang,memadai,tidak,sedang
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",1 000 000- 1 499 999.11,0.165,3475,25.02,16.08,sedang,memadai,ya,tinggi
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",> 1 500 000.11,0.247,4606,29.37,19.53,baik,tidak memadai,tidak,tinggi
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",300 000- 499 999.12,0.042,4676,18.18,9.04,buruk,memadai,ya,sedang
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",500 000- 749 999.12,0.113,2553,8.24,3.25,sedang,tidak memadai,ya,rendah
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",750 000- 999 999.12,0.113,2920,25.27,18.93,sedang,memadai,tidak,tinggi
Sumatera Barat,"Mie bakso, mie rebus, mie goreng",1 000 000- 1 499 999.12,0.16,3028,22.39,15.8,baik,memadai,ya,tinggi
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",> 1 500 000.12,0.291,4817,28.85,17.18,sedang,memadai,ya,tinggi
Sumatera Barat,"Mie bakso, mie rebus, mie goreng",300 000- 499 999.13,0.022,2440,18.38,6.55,sedang,tidak memadai,ya,sedang
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",500 000- 749 999.13,0.106,3652,13.93,13.98,buruk,tidak memadai,ya,rendah
Sumatera Barat,"Mie bakso, mie rebus, mie goreng",750 000- 999 999.13,0.161,2446,29.07,6.96,baik,tidak memadai,tidak,tinggi
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",1 000 000- 1 499 999.13,0.231,1014,18.46,3.2,baik,memadai,ya,sedang
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",> 1 500 000.13,0.275,720,5.4,5.67,baik,memadai,ya,rendah
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",300 000- 499 999.14,0.029,727,16.84,18.69,sedang,memadai,ya,tinggi
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",500 000- 749 999.14,0.109,2837,5.06,6.66,baik,tidak memadai,tidak,rendah
Sumatera Barat,"Mie bakso, mie rebus, mie goreng",750 000- 999 999.14,0.14,4888,23.44,12.95,buruk,tidak memadai,ya,sedang
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",1 000 000- 1 499 999.14,0.196,3764,19.15,19.46,sedang,tidak memadai,tidak,tinggi
Sumatera Barat,"Mie bakso, mie rebus, mie goreng",> 1 500 000.14,0.285,1455,7.75,4.29,baik,tidak memadai,ya,rendah
Sumatera Barat,"Mie bakso, mie rebus, mie goreng",500 000- 749 999.15,0.057,1997,25.33,16.73,baik,memadai,ya,tinggi
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",750 000- 999 999.15,0.09,1780,18.41,13.16,sedang,memadai,ya,sedang
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",1 000 000- 1 499 999.15,0.119,2478,7.85,8.5,sedang,memadai,ya,rendah
Sumatera Barat,"Mie bakso, mie rebus, mie goreng",> 1 500 000.15,0.158,2029,9.0,9.19,sedang,memadai,ya,rendah
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",300 000- 499 999.16,0.026,4983,25.55,3.46,sedang,tidak memadai,tidak,tinggi
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",500 000- 749 999.16,0.108,3162,13.89,7.35,baik,memadai,ya,rendah
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",750 000- 999 999.16,0.133,2913,25.53,10.2,baik,memadai,ya,tinggi
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",1 000 000- 1 499 999.16,0.143,3205,6.74,15.19,buruk,memadai,ya,tinggi
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",> 1 500 000.16,0.147,4035,11.1,7.67,sedang,memadai,ya,rendah
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",300 000- 499 999.17,0.016,4784,24.11,12.87,sedang,tidak memadai,ya,sedang
Sumatera Barat,"Mie bakso, mie rebus, mie goreng",500 000- 749 999.17,0.089,1417,21.04,15.44,sedang,memadai,ya,tinggi
Sumatera Barat,"Mie bakso, mie rebus, mie goreng",750 000- 999 999.17,0.115,1701,12.67,14.88,sedang,tidak memadai,tidak,rendah
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",1 000 000- 1 499 999.17,0.131,2922,28.4,13.03,buruk,memadai,ya,tinggi
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",> 1 500 000.17,0.154,2121,10.28,12.86,sedang,memadai,ya,rendah
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",300 000- 499 999.18,0.054,1259,26.24,15.26,baik,tidak memadai,ya,tinggi
Sumatera Barat,"Mie bakso, mie rebus, mie goreng",500 000- 749 999.18,0.073,4789,22.39,8.7,baik,memadai,ya,sedang
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",750 000- 999 999.18,0.145,1988,8.03,10.65,buruk,memadai,tidak,rendah
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",1 000 000- 1 499 999.18,0.145,4758,18.88,19.42,sedang,memadai,tidak,tinggi
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",> 1 500 000.18,0.242,4871,28.25,14.37,buruk,memadai,tidak,tinggi
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",300 000- 499 999.19,0.183,4959,20.47,11.84,baik,memadai,tidak,sedang
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",500 000- 749 999.19,0.133,2165,18.22,12.83,baik,memadai,tidak,sedang
Sumatera Selatan,"Mie bakso, mie rebus, mie goreng",750 000- 999 999.19,0.135,2502,14.16,4.78,baik,memadai,ya,rendah
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",1 000 000- 1 499 999.19,0.164,959,24.72,13.06,baik,memadai,tidak,sedang
Sumatera Utara,"Mie bakso, mie rebus, mie goreng",> 1 500 000.19,0.154,3521,27.83,17.22,baik,memadai,ya,tinggi
Sumatera Barat,"Mie bakso, mie rebus, mie goreng",300 000- 499 999.20,0.139,2790,23.83,11.9,baik,memadai,ya,sedang
Sumatera Barat,"Mie bakso, mie rebus, mie goreng",500 000- 749 999.20,0.112,1865,23.13,6.01,sedang,memadai,tidak,sedang
